previous_month,current_month,previous_orders,current_orders,sample_support,feature,ks_statistic,psi,js_distance,previous_median,current_median,median_delta,reference_iqr,robust_median_shift
2017-07,2017-08,3872,4193,ADEQUATE,mean_price,0.02659064546775125,0.011296038757728596,0.045090885155374884,75.9,69.9,-6.0,91.9625,0.0652439853201033
2017-07,2017-08,3872,4193,ADEQUATE,max_price,0.028856942306441424,0.012230266053639385,0.04691853541361727,77.8,69.99,-7.810000000000002,90.99000000000001,0.08583360808880099
2017-07,2017-08,3872,4193,ADEQUATE,min_price,0.026515254172144398,0.013576527357271233,0.049436797915632776,74.99,69.9,-5.089999999999989,93.51,0.054432680996684725
2017-07,2017-08,3872,4193,ADEQUATE,price_range,0.005199905194213872,0.0,0.0,0.0,0.0,0.0,0.0,
2017-07,2017-08,3872,4193,ADEQUATE,total_freight,0.021076055527413845,0.003863352898891728,0.02639220512311909,16.46,16.49,0.029999999999997584,9.615,0.0031201248049919483
2017-07,2017-08,3872,4193,ADEQUATE,mean_freight,0.0247843956771715,0.006605726403499619,0.03450386356672693,16.0,15.87,-0.13000000000000078,6.1899999999999995,0.021001615508885428
2017-07,2017-08,3872,4193,ADEQUATE,max_freight,0.024285174720559438,0.006059507454171888,0.03305068852747295,16.11,16.02,-0.08999999999999986,6.422500000000001,0.014013234721681563
2017-07,2017-08,3872,4193,ADEQUATE,merchandise_plus_freight,0.015007056231065907,0.007548577489662156,0.03688279556208412,102.03,99.98,-2.049999999999997,106.61000000000001,0.019228965387862274
2017-07,2017-08,3872,4193,ADEQUATE,freight_price_ratio,0.019720675249776776,0.0026046312720279757,0.02166930454793081,0.2243739565943238,0.2243739565943238,0.0,0.24351841784661876,0.0
2017-08,2017-09,4193,4150,ADEQUATE,item_count,0.005438496174059448,0.00032780676338745393,0.007688245796812249,1.0,1.0,0.0,0.0,
2017-08,2017-09,4193,4150,ADEQUATE,unique_product_count,0.0030151802056784804,0.0,0.0,1.0,1.0,0.0,0.0,
2017-08,2017-09,4193,4150,ADEQUATE,unique_seller_count,0.0032301684678134324,0.0,0.0,1.0,1.0,0.0,0.0,
2017-08,2017-09,4193,4150,ADEQUATE,total_price,0.031154103655260224,0.007713208833259868,0.037281112253493585,79.99,85.0,5.010000000000005,103.97999999999999,0.048182342758222786
2017-08,2017-09,4193,4150,ADEQUATE,mean_price,0.03790362020464405,0.006972325175910023,0.035449043434066387,69.9,79.0,9.099999999999994,96.27000000000001,0.09452581281811565
2017-08,2017-09,4193,4150,ADEQUATE,max_price,0.03696941833635514,0.009253132940260806,0.04083572120302714,69.99,79.0,9.010000000000005,98.0,0.09193877551020413
2017-08,2017-09,4193,4150,ADEQUATE,min_price,0.038582031440812126,0.007534569021397064,0.03684894926749754,69.9,78.995,9.094999999999999,95.0,0.09573684210526315
2017-08,2017-09,4193,4150,ADEQUATE,price_range,0.0035984242239647246,0.0,0.0,0.0,0.0,0.0,0.0,
2017-08,2017-09,4193,4150,ADEQUATE,total_freight,0.052235308991750495,0.0109430788947855,0.04440365148931281,16.49,16.81,0.3200000000000003,10.85,0.029493087557603714
2017-08,2017-09,4193,4150,ADEQUATE,mean_freight,0.06085817153661155,0.016050844921675012,0.053772331419573695,15.87,16.28,0.4100000000000019,6.020000000000001,0.06810631229235911
2017-08,2017-09,4193,4150,ADEQUATE,max_freight,0.05924802956160441,0.015256519867583982,0.052426183577322094,16.02,16.39,0.370000000000001,6.35,0.05826771653543323
2017-08,2017-09,4193,4150,ADEQUATE,merchandise_plus_freight,0.03090360009079962,0.007128009231375774,0.0358387969434824,99.98,104.37,4.390000000000001,107.96000000000002,0.04066320859577621
2017-08,2017-09,4193,4150,ADEQUATE,freight_price_ratio,0.018948735557541285,0.003413470331624962,0.02480618251336649,0.2243739565943238,0.22248712132037723,-0.0018868352739465633,0.2365456567903732,0.007976621932309148
2017-09,2017-10,4150,4478,ADEQUATE,item_count,0.01049360461049198,0.0,0.0,1.0,1.0,0.0,0.0,
2017-09,2017-10,4150,4478,ADEQUATE,unique_product_count,0.005503855529307988,0.0,0.0,1.0,1.0,0.0,0.0,
2017-09,2017-10,4150,4478,ADEQUATE,unique_seller_count,0.003689685046573077,0.0,0.0,1.0,1.0,0.0,0.0,
2017-09,2017-10,4150,4478,ADEQUATE,total_price,0.020239026673913085,0.004301357258628518,0.027846250779673076,85.0,89.0,4.0,109.0,0.03669724770642202
2017-09,2017-10,4150,4478,ADEQUATE,mean_price,0.018273756033513333,0.00604281163780065,0.032990234812809605,79.0,79.0,0.0,103.00999999999999,0.0
2017-09,2017-10,4150,4478,ADEQUATE,max_price,0.019308210959066208,0.005627062754452369,0.031835717701551934,79.0,79.13499999999999,0.1349999999999909,104.0,0.0012980769230768357
2017-09,2017-10,4150,4478,ADEQUATE,min_price,0.01974870450986621,0.005820939299396808,0.03238706018880046,78.995,78.99,-0.005000000000009663,103.1,4.8496605237727094e-05
2017-09,2017-10,4150,4478,ADEQUATE,price_range,0.006568982495412601,0.0,0.0,0.0,0.0,0.0,0.0,
2017-09,2017-10,4150,4478,ADEQUATE,total_freight,0.025261923083131965,0.015768537190945144,0.05329442376872034,16.81,16.79,-0.019999999999999574,11.090000000000002,0.0018034265103696637
2017-09,2017-10,4150,4478,ADEQUATE,mean_freight,0.03631870940663051,0.014183209356867711,0.05054824441579615,16.28,16.12,-0.16000000000000014,7.140000000000001,0.02240896358543419
2017-09,2017-10,4150,4478,ADEQUATE,max_freight,0.03359826084149009,0.013008416011865642,0.04841447756087541,16.39,16.16,-0.23000000000000043,7.264999999999999,0.03165863730213358
2017-09,2017-10,4150,4478,ADEQUATE,merchandise_plus_freight,0.014803295360988386,0.005982676550598597,0.032838536411404676,104.37,106.29,1.9200000000000017,117.41,0.01635295119666129
2017-09,2017-10,4150,4478,ADEQUATE,freight_price_ratio,0.023622098936164515,0.002652719253200769,0.02186936442506219,0.22248712132037723,0.2243739565943238,0.0018868352739465633,0.220514577387866,0.008556510396261848
2017-10,2017-11,4478,7288,ADEQUATE,item_count,0.004704178839443851,0.00022528803592447263,0.006373774653674513,1.0,1.0,0.0,0.0,
2017-10,2017-11,4478,7288,ADEQUATE,unique_product_count,0.0004894645318078705,0.0,0.0,1.0,1.0,0.0,0.0,
2017-10,2017-11,4478,7288,ADEQUATE,unique_seller_count,0.0015313921604293013,0.0,0.0,1.0,1.0,0.0,0.0,
2017-10,2017-11,4478,7288,ADEQUATE,total_price,0.02830516946123729,0.007600952654763351,0.0370071836855476,89.0,84.99,-4.010000000000005,101.54250000000002,0.03949085358347494
2017-10,2017-11,4478,7288,ADEQUATE,mean_price,0.034537798893872707,0.013581918535451236,0.049460617353369755,79.0,75.0,-4.0,98.1,0.040774719673802244
2017-10,2017-11,4478,7288,ADEQUATE,max_price,0.036919181420669134,0.013927938432919207,0.050086506286292874,79.13499999999999,75.9,-3.234999999999985,98.1,0.03297655453618741
2017-10,2017-11,4478,7288,ADEQUATE,min_price,0.033405111659441045,0.011187026537412841,0.04489444832363843,78.99,74.9,-4.089999999999989,97.00999999999999,0.042160601999793726
2017-10,2017-11,4478,7288,ADEQUATE,price_range,0.0033934042218354277,0.0,0.0,0.0,0.0,0.0,0.0,
2017-10,2017-11,4478,7288,ADEQUATE,total_freight,0.015231680286940108,0.0020819863362494338,0.01937307305449843,16.79,16.77,-0.019999999999999574,11.4275,0.001750164077882264
2017-10,2017-11,4478,7288,ADEQUATE,mean_freight,0.018169509282850882,0.0030388532336841035,0.02340522532912983,16.12,16.11,-0.010000000000001563,6.7075,0.0014908684308612096
2017-10,2017-11,4478,7288,ADEQUATE,max_freight,0.02065035355186906,0.005290216507269991,0.030881044608663838,16.16,16.12,-0.03999999999999915,7.3100000000000005,0.005471956224350088
2017-10,2017-11,4478,7288,ADEQUATE,merchandise_plus_freight,0.028517452563551315,0.005736500081139176,0.0321573546454216,106.29,103.55,-2.740000000000009,116.76750000000001,0.023465433446806763
2017-10,2017-11,4478,7288,ADEQUATE,freight_price_ratio,0.03070990067798207,0.008835615834704005,0.039901451936449624,0.2243739565943238,0.23084816379146164,0.006474207197137843,0.22147615189517847,0.029232073709687688
2017-11,2017-12,7288,5513,ADEQUATE,item_count,0.025358433304933592,0.007172819833393035,0.035921893027015185,1.0,1.0,0.0,0.0,
