test_month,fit_cutoff,k,functional_dimensions,total_model_dimensions,train_rows,train_positive,train_positive_pct,test_rows,test_positive,test_prevalence,average_precision,ap_lift_over_prevalence,roc_auc,log_loss,brier_score,recall_at_05pct,recall_at_10pct,recall_at_20pct,convergence_warning,n_iter,coef_finite
2018-01,2018-01-01,5,10,23,41148,1763,4.28453387770973,7069,403,0.05700947800254633,0.05704431841960861,1.0006111337672785,0.47825117499342984,0.23119228359066182,0.05459734170439532,0.062034739454094295,0.08933002481389578,0.17121588089330025,0,71,True
2018-01,2018-01-01,6,12,25,41148,1763,4.28453387770973,7069,403,0.05700947800254633,0.05620099669504225,0.9858184755266841,0.47157048211024577,0.23096769923081906,0.054617643218534476,0.052109181141439205,0.0967741935483871,0.15632754342431762,0,65,True
2018-01,2018-01-01,10,20,33,41148,1763,4.28453387770973,7069,403,0.05700947800254633,0.055164832523834216,0.9676431789354444,0.4570439674240377,0.23647310863684842,0.055098349734457264,0.05955334987593052,0.08188585607940446,0.15632754342431762,0,61,True
2018-01,2018-01-01,15,30,43,41148,1763,4.28453387770973,7069,403,0.05700947800254633,0.057220035542823684,1.0036933777970736,0.4574824728130381,0.2404974439145887,0.05528216456976386,0.05955334987593052,0.09181141439205956,0.16377171215880892,0,82,True
2018-01,2018-01-01,20,40,53,41148,1763,4.28453387770973,7069,403,0.05700947800254633,0.0555664113231306,0.974687249735013,0.44493034911431595,0.2453701237230713,0.05573833789368465,0.04466501240694789,0.08933002481389578,0.1662531017369727,0,80,True
2018-01,2018-01-01,23,46,59,41148,1763,4.28453387770973,7069,403,0.05700947800254633,0.05500927343412465,0.9649145258209111,0.44557693982797786,0.24644247200684377,0.055817273625909006,0.03970223325062035,0.08684863523573201,0.16129032258064516,0,88,True
2018-01,2018-01-01,25,50,63,41148,1763,4.28453387770973,7069,403,0.05700947800254633,0.0556574683617361,0.9762844760523883,0.44599943865354275,0.24481163048027094,0.05561935595275254,0.03722084367245657,0.09181141439205956,0.16129032258064516,0,96,True
2018-01,2018-01-01,27,54,67,41148,1763,4.28453387770973,7069,403,0.05700947800254633,0.055945470347819146,0.9813363024534332,0.44566478980404245,0.24633702502038665,0.05587736983301176,0.062034739454094295,0.0967741935483871,0.1588089330024814,0,79,True
2018-01,2018-01-01,30,60,73,41148,1763,4.28453387770973,7069,403,0.05700947800254633,0.05637380252786753,0.9888496527779046,0.4464956421200433,0.24801116416418104,0.05608887136388159,0.05955334987593052,0.09429280397022333,0.16129032258064516,0,78,True
2018-02,2018-02-01,0,0,13,47745,2385,4.995287464655985,6555,926,0.14126620900076278,0.1830184698021229,1.2955573105323064,0.6110688938453941,0.4643791892257255,0.12921128322532394,0.06695464362850972,0.12526997840172785,0.2408207343412527,0,13,True
2018-02,2018-02-01,1,2,15,47745,2385,4.995287464655985,6555,926,0.14126620900076278,0.12017849823751241,0.8507236025344426,0.4336628198541417,0.5313864543833372,0.13401893033028717,0.042116630669546434,0.06587473002159827,0.10907127429805616,0,37,True
2018-02,2018-02-01,2,4,17,47745,2385,4.995287464655985,6555,926,0.14126620900076278,0.12664092433929702,0.8964700421642462,0.4357040848705811,0.5362539253353155,0.1343218666261977,0.058315334773218146,0.08963282937365011,0.14362850971922247,0,38,True
2018-02,2018-02-01,3,6,19,47745,2385,4.995287464655985,6555,926,0.14126620900076278,0.1266341836147447,0.896422325696168,0.420740499580428,0.5203506320931665,0.1333938441620247,0.061555075593952485,0.10367170626349892,0.16414686825053995,0,41,True
2018-02,2018-02-01,4,8,21,47745,2385,4.995287464655985,6555,926,0.14126620900076278,0.13002098300423848,0.9203969153269796,0.45449389097726334,0.5254858258353546,0.13373149715717136,0.05723542116630669,0.08855291576673865,0.14578833693304535,0,63,True
2018-02,2018-02-01,5,10,23,47745,2385,4.995287464655985,6555,926,0.14126620900076278,0.12850208531169577,0.9096448911643258,0.4482005021051505,0.5274808179161038,0.13384024480256596,0.058315334773218146,0.08747300215982722,0.14146868250539957,0,75,True
2018-02,2018-02-01,6,12,25,47745,2385,4.995287464655985,6555,926,0.14126620900076278,0.12966414289373074,0.917870903529595,0.450640811410518,0.5236277804295909,0.1336114537420991,0.05723542116630669,0.08315334773218143,0.13930885529157666,0,74,True
2018-02,2018-02-01,10,20,33,47745,2385,4.995287464655985,6555,926,0.14126620900076278,0.12959076385271714,0.9173514655016856,0.4522596266556981,0.520954860124418,0.13343666661798126,0.047516198704103674,0.08855291576673865,0.14146868250539957,0,81,True
2018-02,2018-02-01,15,30,43,47745,2385,4.995287464655985,6555,926,0.14126620900076278,0.12752698596294815,0.9027423250400919,0.4443863677262188,0.5290291424035953,0.1338815027191318,0.05075593952483801,0.0755939524838013,0.14038876889848811,0,100,True
2018-02,2018-02-01,20,40,53,47745,2385,4.995287464655985,6555,926,0.14126620900076278,0.12956494145354963,0.9171686730324167,0.4448222468725863,0.5271824732179352,0.13373459268138319,0.056155507559395246,0.08639308855291576,0.15550755939524838,0,81,True
2018-02,2018-02-01,23,46,59,47745,2385,4.995287464655985,6555,926,0.14126620900076278,0.12762538223613257,0.9034388558940053,0.4402054195586187,0.5300603180023743,0.13390608556984815,0.05723542116630669,0.08747300215982722,0.13822894168466524,0,100,True
2018-02,2018-02-01,25,50,63,47745,2385,4.995287464655985,6555,926,0.14126620900076278,0.1272541340196629,0.9008108515106806,0.43955908291948476,0.5314737272182612,0.13398789033466293,0.05723542116630669,0.08639308855291576,0.13822894168466524,0,94,True
2018-02,2018-02-01,27,54,67,47745,2385,4.995287464655985,6555,926,0.14126620900076278,0.12867508444436757,0.9108695232535954,0.4468648548265366,0.5299013836839733,0.13390078960164242,0.06047516198704104,0.08423326133909287,0.14146868250539957,0,107,True
2018-02,2018-02-01,30,60,73,47745,2385,4.995287464655985,6555,926,0.14126620900076278,0.13167675201409357,0.9321178287822713,0.45768662898511914,0.5251412925433294,0.13361275229649966,0.061555075593952485,0.08639308855291576,0.1511879049676026,0,94,True
2018-03,2018-03-01,0,0,13,53595,2708,5.0527101408713495,7003,1328,0.18963301442239042,0.24264895803223824,1.2795712749245214,0.6153640995700864,0.6002498629244322,0.17192745974941312,0.0677710843373494,0.13704819277108435,0.2447289156626506,0,13,True
2018-03,2018-03-01,1,2,15,53595,2708,5.0527101408713495,7003,1328,0.18963301442239042,0.16250681649429044,0.856954243907768,0.40203956796348383,0.6183532087575738,0.18564590663623998,0.04743975903614458,0.08433734939759036,0.1430722891566265,0,33,True
2018-03,2018-03-01,2,4,17,53595,2708,5.0527101408713495,7003,1328,0.18963301442239042,0.1680970718560301,0.8864335799757369,0.4150011942041293,0.5726904103649879,0.16799008905264112,0.050451807228915665,0.09563253012048192,0.16039156626506024,0,33,True
2018-03,2018-03-01,3,6,19,53595,2708,5.0527101408713495,7003,1328,0.18963301442239042,0.16673382646846002,0.8792447189447481,0.4136583780054137,0.5912630728086739,0.17014579141244687,0.05120481927710843,0.09487951807228916,0.1536144578313253,0,47,True
2018-03,2018-03-01,4,8,21,53595,2708,5.0527101408713495,7003,1328,0.18963301442239042,0.17010994229657128,0.8970481369750667,0.41981848097234753,0.571736338408771,0.16774715389666878,0.04969879518072289,0.10015060240963855,0.15963855421686746,0,80,True
2018-03,2018-03-01,5,10,23,53595,2708,5.0527101408713495,7003,1328,0.18963301442239042,0.17014874266243757,0.8972527446272969,0.42044636696566,0.5714164515334583,0.16770644517603625,0.050451807228915665,0.09939759036144578,0.15512048192771086,0,74,True
2018-03,2018-03-01,6,12,25,53595,2708,5.0527101408713495,7003,1328,0.18963301442239042,0.17028204226386184,0.8979556791971569,0.42037272437768697,0.5725147370003276,0.16783736413824266,0.04969879518072289,0.10090361445783133,0.16114457831325302,0,76,True
2018-03,2018-03-01,10,20,33,53595,2708,5.0527101408713495,7003,1328,0.18963301442239042,0.16885967553612613,0.8904550510387735,0.42303725916883395,0.5780061699089759,0.16875875318572434,0.05120481927710843,0.08810240963855422,0.15436746987951808,0,77,True
2018-03,2018-03-01,15,30,43,53595,2708,5.0527101408713495,7003,1328,0.18963301442239042,0.17043353424057264,0.8987545484086823,0.43277811687277745,0.5815980792102546,0.1692317841750383,0.051957831325301206,0.08358433734939759,0.14683734939759036,0,96,True
2018-03,2018-03-01,20,40,53,53595,2708,5.0527101408713495,7003,1328,0.18963301442239042,0.17292278764549918,0.911881236356499,0.43851109282946765,0.5802297393496463,0.16909579149513987,0.053463855421686746,0.08810240963855422,0.15436746987951808,0,98,True
2018-03,2018-03-01,23,46,59,53595,2708,5.0527101408713495,7003,1328,0.18963301442239042,0.17331166087001343,0.9139318983981205,0.4418552624595298,0.5841240221116086,0.16952028702176578,0.051957831325301206,0.08433734939759036,0.15135542168674698,0,85,True
2018-03,2018-03-01,25,50,63,53595,2708,5.0527101408713495,7003,1328,0.18963301442239042,0.17495464628512325,0.922595924649637,0.4449505068733082,0.5840053948745072,0.16950701072698116,0.053463855421686746,0.08960843373493976,0.15286144578313254,0,86,True
2018-03,2018-03-01,27,54,67,53595,2708,5.0527101408713495,7003,1328,0.18963301442239042,0.17405548245267224,0.9178543250120961,0.44567777718804735,0.5841559121803853,0.16953193182798484,0.051957831325301206,0.09262048192771084,0.15286144578313254,0,99,True
2018-03,2018-03-01,30,60,73,53595,2708,5.0527101408713495,7003,1328,0.18963301442239042,0.17303489419188792,0.9124724126700233,0.44480468128018674,0.5856810914313264,0.16968690297892222,0.04969879518072289,0.08283132530120482,0.1536144578313253,0,89,True
2018-04,2018-04-01,0,0,13,60419,3605,5.966666114963836,6798,306,0.04501323918799647,0.08149907699348746,1.8105579261494371,0.6678176559183953,0.18265330441080468,0.04307994267136756,0.12091503267973856,0.22875816993464052,0.37254901960784315,0,14,True
2018-04,2018-04-01,1,2,15,60419,3605,5.966666114963836,6798,306,0.04501323918799647,0.085828303320562,1.9067346600430735,0.6819348297955452,0.2028115975257866,0.04629730813686697,0.13071895424836602,0.22875816993464052,0.4019607843137255,0,35,True
2018-04,2018-04-01,2,4,17,60419,3605,5.966666114963836,6798,306,0.04501323918799647,0.07033046503084905,1.562439546665725,0.6041296678868713,0.18272717323376833,0.043150287033513104,0.1111111111111111,0.21895424836601307,0.3431372549019608,0,36,True
2018-04,2018-04-01,3,6,19,60419,3605,5.966666114963836,6798,306,0.04501323918799647,0.07520608771434804,1.6707548505952223,0.6201176712212919,0.1844441093381151,0.04336103006287387,0.12418300653594772,0.238562091503268,0.34967320261437906,0,37,True
2018-04,2018-04-01,4,8,21,60419,3605,5.966666114963836,6798,306,0.04501323918799647,0.07291159003172236,1.6197810099204202,0.6088010784515079,0.18163265453044228,0.043028692679909816,0.12418300653594772,0.21895424836601307,0.3300653594771242,0,57,True
2018-04,2018-04-01,5,10,23,60419,3605,5.966666114963836,6798,306,0.04501323918799647,0.07986161786380935,1.7741806478371764,0.6253397847124063,0.18396310832480972,0.04329869678977289,0.13398692810457516,0.24183006535947713,0.3954248366013072,0,42,True
2018-04,2018-04-01,6,12,25,60419,3605,5.966666114963836,6798,306,0.04501323918799647,0.07790174447606475,1.7306407155172816,0.6217838747739803,0.18417928518617613,0.04333186360386246,0.14052287581699346,0.238562091503268,0.3790849673202614,0,44,True
2018-04,2018-04-01,10,20,33,60419,3605,5.966666114963836,6798,306,0.04501323918799647,0.07093336964831426,1.5758334865007855,0.6030624921975363,0.1864463662401378,0.04370000429222965,0.12418300653594772,0.21241830065359477,0.3202614379084967,0,45,True
2018-04,2018-04-01,15,30,43,60419,3605,5.966666114963836,6798,306,0.04501323918799647,0.07299378894113205,1.6216071151039728,0.6136149469029757,0.18623304650823796,0.043724291729884804,0.13398692810457516,0.21241830065359477,0.3137254901960784,0,53,True
2018-04,2018-04-01,20,40,53,60419,3605,5.966666114963836,6798,306,0.04501323918799647,0.07430836082226974,1.65081123160062,0.6118989082591344,0.1868665342334503,0.04383385853322809,0.14052287581699346,0.23529411764705882,0.30718954248366015,0,54,True
2018-04,2018-04-01,23,46,59,60419,3605,5.966666114963836,6798,306,0.04501323918799647,0.07421682459784404,1.6487776915560255,0.6130481356642061,0.18687983976385636,0.043842534557455536,0.13398692810457516,0.2222222222222222,0.3300653594771242,0,52,True
2018-04,2018-04-01,25,50,63,60419,3605,5.966666114963836,6798,306,0.04501323918799647,0.0751845088139675,1.6702754605142192,0.6159189389454695,0.1861050797227813,0.04371763903053408,0.1437908496732026,0.23202614379084968,0.3202614379084967,0,62,True
2018-04,2018-04-01,27,54,67,60419,3605,5.966666114963836,6798,306,0.04501323918799647,0.074567998146076,1.656579252931453,0.6141913224521683,0.18617298425273948,0.0437291336217199,0.14052287581699346,0.21568627450980393,0.3202614379084967,0,62,True
2018-04,2018-04-01,30,60,73,60419,3605,5.966666114963836,6798,306,0.04501323918799647,0.07387193497886632,1.6411157319814813,0.6166261945320333,0.18647518042946654,0.043814728698529676,0.13398692810457516,0.2222222222222222,0.3431372549019608,0,60,True
2018-05,2018-05-01,0,0,13,68269,4945,7.243404766438648,6749,443,0.06563935397836716,0.0786892254683669,1.1988116990654814,0.5646888305164954,0.24187403597829452,0.06155724789495645,0.0654627539503386,0.14446952595936793,0.23927765237020315,0,12,True
2018-05,2018-05-01,1,2,15,68269,4945,7.243404766438648,6749,443,0.06563935397836716,0.08688912928478627,1.3237352901648365,0.6104229802996752,0.2446774870206594,0.062186068306613926,0.06772009029345373,0.13769751693002258,0.27313769751693,0,29,True
2018-05,2018-05-01,2,4,17,68269,4945,7.243404766438648,6749,443,0.06563935397836716,0.1075081742224804,1.637861552658059,0.6481168459720542,0.23465678572946255,0.060563139277191626,0.09706546275395034,0.18510158013544017,0.36794582392776526,0,41,True
2018-05,2018-05-01,3,6,19,68269,4945,7.243404766438648,6749,443,0.06563935397836716,0.10940559322521266,1.6667682814378337,0.6571766184915437,0.23362443351537496,0.060467401999123156,0.10158013544018059,0.1963882618510158,0.3724604966139955,0,46,True
2018-05,2018-05-01,4,8,21,68269,4945,7.243404766438648,6749,443,0.06563935397836716,0.10887862028492999,1.65873997359592,0.6534938598017295,0.2340544632159624,0.06052495187270611,0.09706546275395034,0.1986455981941309,0.3656884875846501,0,55,True
2018-05,2018-05-01,5,10,23,68269,4945,7.243404766438648,6749,443,0.06563935397836716,0.1082537435563572,1.649220124744593,0.6529848315302564,0.23400214773102782,0.060525615517534916,0.09932279909706546,0.19187358916478556,0.3656884875846501,0,59,True
2018-05,2018-05-01,6,12,25,68269,4945,7.243404766438648,6749,443,0.06563935397836716,0.107617762607805,1.639531105733806,0.6536155683898455,0.2339252454750777,0.06050400614541124,0.09932279909706546,0.18058690744920994,0.3860045146726862,0,65,True
2018-05,2018-05-01,10,20,33,68269,4945,7.243404766438648,6749,443,0.06563935397836716,0.10844042654367049,1.6520641958086506,0.655467328761386,0.2336131364870101,0.06046710687207257,0.09932279909706546,0.1873589164785553,0.3860045146726862,0,57,True
2018-05,2018-05-01,15,30,43,68269,4945,7.243404766438648,6749,443,0.06563935397836716,0.10671768230152993,1.6258185956050237,0.6532801538396553,0.23389622158014642,0.06050631411632417,0.09480812641083522,0.18510158013544017,0.3747178329571106,0,53,True
2018-05,2018-05-01,20,40,53,68269,4945,7.243404766438648,6749,443,0.06563935397836716,0.10499333139370903,1.5995485182305695,0.6485299392387772,0.23468275796727042,0.060606124718148045,0.10158013544018059,0.1670428893905192,0.38148984198645597,0,66,True
2018-05,2018-05-01,23,46,59,68269,4945,7.243404766438648,6749,443,0.06563935397836716,0.10430217393891913,1.5890188982252038,0.6490146257926273,0.23479848129672648,0.06064004568429514,0.09029345372460497,0.17381489841986456,0.35665914221218964,0,68,True
2018-05,2018-05-01,25,50,63,68269,4945,7.243404766438648,6749,443,0.06563935397836716,0.10491465332268109,1.59834987646676,0.6494706750316264,0.23472930281663024,0.06062295199487039,0.09932279909706546,0.17381489841986456,0.3611738148984199,0,70,True
2018-05,2018-05-01,27,54,67,68269,4945,7.243404766438648,6749,443,0.06563935397836716,0.10416999100376209,1.5870051225381272,0.6481469151526476,0.23498313967520856,0.06065759785525724,0.09029345372460497,0.17607223476297967,0.3611738148984199,0,60,True
2018-05,2018-05-01,30,60,73,68269,4945,7.243404766438648,6749,443,0.06563935397836716,0.10596534903185839,1.6143569765598471,0.6513729086705915,0.23463566997223465,0.060613582944833676,0.09480812641083522,0.18510158013544017,0.35891647855530473,0,60,True
2018-06,2018-06-01,0,0,13,75380,5366,7.118599097903953,6096,71,0.011646981627296589,0.01903330835724295,1.6341837710669438,0.5927228098883759,0.10608425143747709,0.015834304004772405,0.11267605633802817,0.18309859154929578,0.323943661971831,0,12,True
2018-06,2018-06-01,1,2,15,75380,5366,7.118599097903953,6096,71,0.011646981627296589,0.016273482558437132,1.3972274602286303,0.5676278417392321,0.08313707445998081,0.013177632118034554,0.07042253521126761,0.1267605633802817,0.19718309859154928,0,26,True
2018-06,2018-06-01,2,4,17,75380,5366,7.118599097903953,6096,71,0.011646981627296589,0.02009187349382841,1.7250712791320841,0.6066296534393081,0.10630648848209735,0.017146313777356585,0.08450704225352113,0.15492957746478872,0.2676056338028169,0,40,True
2018-06,2018-06-01,3,6,19,75380,5366,7.118599097903953,6096,71,0.011646981627296589,0.01982645113928085,1.702282340071212,0.6074197884401847,0.10561118254806637,0.01706112500512966,0.07042253521126761,0.16901408450704225,0.2676056338028169,0,46,True
2018-06,2018-06-01,4,8,21,75380,5366,7.118599097903953,6096,71,0.011646981627296589,0.02033955218422423,1.7463367621835337,0.608824732628134,0.10606538640273543,0.017132485108850595,0.07042253521126761,0.16901408450704225,0.28169014084507044,0,44,True
2018-06,2018-06-01,5,10,23,75380,5366,7.118599097903953,6096,71,0.011646981627296589,0.02288886422658717,1.965218539792611,0.605117176085559,0.10686159431716233,0.01736935287224959,0.1267605633802817,0.22535211267605634,0.2676056338028169,0,53,True
2018-06,2018-06-01,6,12,25,75380,5366,7.118599097903953,6096,71,0.011646981627296589,0.022193918544840426,1.9055510908358764,0.6025036526211209,0.10321214445465471,0.01644981497198339,0.14084507042253522,0.22535211267605634,0.2676056338028169,0,53,True
2018-06,2018-06-01,10,20,33,75380,5366,7.118599097903953,6096,71,0.011646981627296589,0.021607108577654466,1.855168082949037,0.5999672725147566,0.10390257307562326,0.016593942337308147,0.15492957746478872,0.18309859154929578,0.28169014084507044,0,65,True
2018-06,2018-06-01,15,30,43,75380,5366,7.118599097903953,6096,71,0.011646981627296589,0.02137510428692283,1.8352483906067827,0.6030179416749459,0.10483896504044392,0.016804547390791486,0.1267605633802817,0.18309859154929578,0.29577464788732394,0,64,True
2018-06,2018-06-01,20,40,53,75380,5366,7.118599097903953,6096,71,0.011646981627296589,0.02163184883382454,1.8572922604365407,0.6023306644848343,0.10498529069976434,0.016876623231349922,0.14084507042253522,0.18309859154929578,0.30985915492957744,0,63,True
2018-06,2018-06-01,23,46,59,75380,5366,7.118599097903953,6096,71,0.011646981627296589,0.0225070367553304,1.9324351557816073,0.6033802816901408,0.10461120684721716,0.016743365459034345,0.14084507042253522,0.18309859154929578,0.2535211267605634,0,54,True
2018-06,2018-06-01,25,50,63,75380,5366,7.118599097903953,6096,71,0.011646981627296589,0.022326984236029447,1.9169759986314858,0.6007901350008766,0.10337115127944817,0.016514250543832387,0.14084507042253522,0.19718309859154928,0.2676056338028169,0,64,True
2018-06,2018-06-01,27,54,67,75380,5366,7.118599097903953,6096,71,0.011646981627296589,0.023470839359163637,2.0151864328656552,0.5990579159604933,0.10388791597578402,0.016598843088812282,0.14084507042253522,0.19718309859154928,0.2676056338028169,0,62,True
2018-06,2018-06-01,30,60,73,75380,5366,7.118599097903953,6096,71,0.011646981627296589,0.023307848819351166,2.0011922028558407,0.5963789375255683,0.10412579663424347,0.01662767767140956,0.15492957746478872,0.18309859154929578,0.28169014084507044,0,60,True
2018-07,2018-07-01,0,0,13,82209,5842,7.1062779014463135,6156,208,0.03378817413905133,0.041445341364027374,1.226622699216118,0.5242575073715794,0.16287940077228716,0.034936434546028856,0.052884615384615384,0.13942307692307693,0.2932692307692308,0,13,True
2018-07,2018-07-01,1,2,15,82209,5842,7.1062779014463135,6156,208,0.03378817413905133,0.03929598215692254,1.1630099334519959,0.517048393771662,0.14879750967817357,0.03296221221352241,0.057692307692307696,0.12980769230769232,0.22115384615384615,0,26,True
2018-07,2018-07-01,2,4,17,82209,5842,7.1062779014463135,6156,208,0.03378817413905133,0.04211891654828768,1.2465579339964372,0.5125421925922095,0.15154191854125088,0.03295554497137182,0.07211538461538461,0.1201923076923077,0.23076923076923078,0,38,True
2018-07,2018-07-01,3,6,19,82209,5842,7.1062779014463135,6156,208,0.03378817413905133,0.04083526745357864,1.2085668579049524,0.4987617039987584,0.15232329199407976,0.03297514608649135,0.0673076923076923,0.1201923076923077,0.22596153846153846,0,38,True
2018-07,2018-07-01,4,8,21,82209,5842,7.1062779014463135,6156,208,0.03378817413905133,0.03946875100091222,1.1681232267385366,0.48669155113548185,0.15229595056169948,0.03298604986570437,0.0625,0.11538461538461539,0.21153846153846154,0,42,True
2018-07,2018-07-01,5,10,23,82209,5842,7.1062779014463135,6156,208,0.03378817413905133,0.04069862138082736,1.204522659713333,0.4973932737571776,0.15215009574848537,0.032970758402207624,0.07211538461538461,0.125,0.22596153846153846,0,40,True
2018-07,2018-07-01,6,12,25,82209,5842,7.1062779014463135,6156,208,0.03378817413905133,0.04197328610131147,1.2422478328830453,0.505468062955874,0.15217473589921932,0.032969011059085375,0.07211538461538461,0.125,0.2644230769230769,0,39,True
2018-07,2018-07-01,10,20,33,82209,5842,7.1062779014463135,6156,208,0.03378817413905133,0.04321645836868061,1.2790409505653744,0.5125009699446484,0.15209309441674626,0.032967156066588364,0.07692307692307693,0.12980769230769232,0.2403846153846154,0,46,True
2018-07,2018-07-01,15,30,43,82209,5842,7.1062779014463135,6156,208,0.03378817413905133,0.041862685991524734,1.2389744950183956,0.513559826185919,0.15207562417474704,0.03299216463357229,0.07692307692307693,0.1201923076923077,0.21153846153846154,0,44,True
2018-07,2018-07-01,20,40,53,82209,5842,7.1062779014463135,6156,208,0.03378817413905133,0.042389422715041494,1.2545638761240165,0.5129277455899849,0.1522415047447608,0.032988102115368255,0.07692307692307693,0.10576923076923077,0.22596153846153846,0,54,True
2018-07,2018-07-01,23,46,59,82209,5842,7.1062779014463135,6156,208,0.03378817413905133,0.0416901385152629,1.233867753365185,0.5146736459572707,0.15222530683658395,0.03299074935555319,0.0673076923076923,0.1201923076923077,0.23076923076923078,0,51,True
2018-07,2018-07-01,25,50,63,82209,5842,7.1062779014463135,6156,208,0.03378817413905133,0.04148188223528004,1.2277041684633845,0.5172116677874916,0.1524547695969517,0.033010446142290394,0.0673076923076923,0.11057692307692307,0.23076923076923078,0,58,True
2018-07,2018-07-01,27,54,67,82209,5842,7.1062779014463135,6156,208,0.03378817413905133,0.041288378437858334,1.2219772003050766,0.5157575591019605,0.15217531738940684,0.033006999101891484,0.07692307692307693,0.11538461538461539,0.23076923076923078,0,61,True
2018-07,2018-07-01,30,60,73,82209,5842,7.1062779014463135,6156,208,0.03378817413905133,0.04227988450055424,1.2513219662760189,0.5145006724949563,0.15232483168666616,0.03299794384626695,0.08653846153846154,0.1201923076923077,0.22115384615384615,0,59,True
2018-08,2018-08-01,0,0,13,88048,5920,6.72360530619662,6351,393,0.061880018894662256,0.048571562246144305,0.7849312769090648,0.35811836374554024,0.23532901303944223,0.05865277446651475,0.03816793893129771,0.06361323155216285,0.11195928753180662,0,12,True
2018-08,2018-08-01,1,2,15,88048,5920,6.72360530619662,6351,393,0.061880018894662256,0.0421669814185124,0.6814312951373339,0.3022446352627852,0.2580180349576401,0.05987591444944757,0.020356234096692113,0.02544529262086514,0.05089058524173028,0,31,True
2018-08,2018-08-01,2,4,17,88048,5920,6.72360530619662,6351,393,0.061880018894662256,0.0585300015560828,0.9458626969024985,0.4850693616981295,0.25128112538715386,0.05940816303089119,0.04071246819338423,0.06870229007633588,0.1450381679389313,0,33,True
2018-08,2018-08-01,3,6,19,88048,5920,6.72360530619662,6351,393,0.061880018894662256,0.05941100172548935,0.9600999286477935,0.49391200660774703,0.25421000739602695,0.05953393522709453,0.043256997455470736,0.07124681933842239,0.1272264631043257,0,37,True
2018-08,2018-08-01,4,8,21,88048,5920,6.72360530619662,6351,393,0.061880018894662256,0.057963752800737976,0.9367119441157428,0.48091218683455944,0.25508723224634905,0.0595769233237335,0.04580152671755725,0.06870229007633588,0.1272264631043257,0,42,True
2018-08,2018-08-01,5,10,23,88048,5920,6.72360530619662,6351,393,0.061880018894662256,0.058824634870737864,0.9506240612316952,0.48905058052679184,0.25417128980809944,0.059537871902506624,0.04580152671755725,0.06870229007633588,0.12468193384223919,0,36,True
2018-08,2018-08-01,6,12,25,88048,5920,6.72360530619662,6351,393,0.061880018894662256,0.0707003830018196,1.1425397772126116,0.5730990555602533,0.2521168136242714,0.05945129138905488,0.04071246819338423,0.07633587786259542,0.19592875318066158,0,43,True
2018-08,2018-08-01,10,20,33,88048,5920,6.72360530619662,6351,393,0.061880018894662256,0.06720164364368623,1.085999080867815,0.5545796828862257,0.25175204594289824,0.05943681503865205,0.043256997455470736,0.08651399491094147,0.17557251908396945,0,45,True
2018-08,2018-08-01,15,30,43,88048,5920,6.72360530619662,6351,393,0.061880018894662256,0.06914678953324918,1.1174332323808285,0.5629461360994304,0.2516826995474286,0.059422595444831076,0.043256997455470736,0.06615776081424936,0.18575063613231552,0,44,True
2018-08,2018-08-01,20,40,53,88048,5920,6.72360530619662,6351,393,0.061880018894662256,0.06872917951082233,1.1106845269038998,0.5608393615358399,0.25309384120781336,0.05949214482466689,0.04071246819338423,0.07633587786259542,0.19592875318066158,0,50,True
2018-08,2018-08-01,23,46,59,88048,5920,6.72360530619662,6351,393,0.061880018894662256,0.07133596809010748,1.1528110263111262,0.5692041064380263,0.252279177926729,0.05944397007719845,0.04834605597964377,0.08396946564885496,0.23155216284987276,0,49,True
2018-08,2018-08-01,25,50,63,88048,5920,6.72360530619662,6351,393,0.061880018894662256,0.07283772863343171,1.1770799352440835,0.5726454989848362,0.25165032956968864,0.0594031592976288,0.04580152671755725,0.10178117048346055,0.24936386768447838,0,52,True
2018-08,2018-08-01,27,54,67,88048,5920,6.72360530619662,6351,393,0.061880018894662256,0.07305957287331749,1.1806650058993369,0.5731793461781238,0.2526760473065821,0.05944956612267575,0.04580152671755725,0.10687022900763359,0.24173027989821882,0,53,True
2018-08,2018-08-01,30,60,73,88048,5920,6.72360530619662,6351,393,0.061880018894662256,0.07295999285593227,1.1790557624122795,0.5707129721451346,0.2524322819563373,0.059433895734111994,0.04834605597964377,0.10941475826972011,0.2366412213740458,0,49,True
