year,month,uf,diesel_common_state_mean,diesel_s10_state_mean,diesel_common_state_n_posts,diesel_s10_state_n_posts
2018,6,TO,3.419487804878049,3.4916604938271605,123,162
2018,7,AC,4.220625,4.2774375,160,160
2018,7,AL,3.527876543209877,3.627511363636364,162,176
2018,7,AM,3.470377142857143,3.5885107526881717,175,186
2018,7,AP,3.740740740740741,4.278253164556961,108,79
2018,7,BA,3.425629102844639,3.491807622504537,914,1102
2018,7,CE,3.5505719424460436,3.520248070562293,278,907
2018,7,DF,3.537,3.61,89,140
2018,7,ES,3.2987340067340067,3.383633507853404,297,382
2018,7,GO,3.5328337765957443,3.6254456035767513,752,671
2018,7,MA,3.4418546099290777,3.4998176100628933,282,477
2018,7,MG,3.472702127659575,3.5765230037017446,1739,1891
2018,7,MS,3.511392857142857,3.5996368876080687,252,347
2018,7,MT,3.7053587223587225,3.7996282527881036,407,538
2018,7,PA,3.6035677233429397,3.6372682445759366,347,507
2018,7,PB,3.3479,3.3935251141552505,110,219
2018,7,PE,3.4306111111111113,3.3794169934640523,72,765
2018,7,PI,3.4614153005464483,3.550248387096774,183,310
2018,7,PR,3.2013343527013247,3.2915205585725364,981,1289
2018,7,RJ,3.4449328358208953,3.566824742268041,938,1358
2018,7,RN,3.402248756218906,3.5513275862068965,201,232
2018,7,RO,3.5730034129692827,3.6532986577181217,293,298
2018,7,RR,3.4399999999999995,3.487,57,63
2018,7,RS,3.3156850094876664,3.436169186465082,1054,1389
2018,7,SC,3.2247171903881697,3.3372004110996913,541,973
2018,7,SE,3.4084729729729735,3.5266271186440674,74,177
2018,7,SP,3.2731403807899966,3.3813265267890595,3519,5338
2018,7,TO,3.4188972602739724,3.482757281553398,146,206
2018,8,AC,4.196552486187845,4.2509069767441865,181,172
2018,8,AL,3.5201210526315787,3.6033203883495153,190,206
2018,8,AM,3.4502905027932957,3.56616,179,200
2018,8,AP,3.71347619047619,4.233890909090909,105,55
2018,8,BA,3.4167494887525565,3.483639573070607,978,1218
2018,8,CE,3.5314828897338404,3.5029290780141844,263,987
2018,8,DF,3.516,3.59,114,164
2018,8,ES,3.2883730407523513,3.371540342298289,319,409
2018,8,GO,3.476023351648352,3.5771638924455824,728,781
2018,8,MA,3.3995371024734986,3.4492160611854685,283,523
2018,8,MG,3.4682232722976964,3.574838519313305,1693,1864
2018,8,MS,3.4861201550387597,3.565991825613079,258,367
2018,8,MT,3.6907517730496457,3.7804146757679185,423,586
2018,8,PA,3.606131386861314,3.637304054054054,274,444
2018,8,PB,3.32621897810219,3.378477099236641,137,262
2018,8,PE,3.4216551724137934,3.3607837483617296,58,763
2018,8,PI,3.456835443037975,3.5237196969696973,158,264
2018,8,PR,3.196868447082097,3.284631343283582,1011,1340
2018,8,RJ,3.421429473684211,3.554505263157895,950,1425
2018,8,RN,3.395640350877193,3.5486044776119408,228,268
2018,8,RO,3.570620437956204,3.650186440677967,274,295
2018,8,RR,3.44,3.498,41,52
2018,8,RS,3.2961509824198556,3.416259203606311,967,1331
2018,8,SC,3.2337299771167047,3.3362598425196848,437,889
2018,8,SE,3.4022812499999997,3.5208333333333335,64,144
2018,8,SP,3.2722712384851587,3.380159232452449,3908,5941
2018,8,TO,3.4476370370370373,3.489939890710383,135,183
2018,9,AC,4.414266666666666,4.481999999999999,150,148
2018,9,AL,3.741841772151899,3.819166666666667,158,180
2018,9,AM,3.7383493975903614,3.8448070175438596,166,171
2018,9,AP,3.9055,4.41327397260274,90,73
2018,9,BA,3.67155421686747,3.7490230991337827,830,1039
2018,9,CE,3.7087413793103443,3.7861304347826086,232,851
2018,9,DF,3.765,3.899,98,124
2018,9,ES,3.52,3.616392757660167,266,359
2018,9,GO,3.6951180223285487,3.803487943262411,627,705
2018,9,MA,3.6259578059071735,3.6016578366445913,237,453
2018,9,MG,3.6933730468750006,3.788153137593552,1536,1737
2018,9,MS,3.7236095238095235,3.803756838905775,210,329
2018,9,MT,3.9153333333333333,3.9841646825396824,363,504
2018,9,PA,3.8449999999999993,3.87956038647343,277,414
2018,9,PB,3.5444485981308413,3.6001623931623925,107,234
2018,9,PE,3.626555555555556,3.621421511627907,45,688
2018,9,PI,3.7278647058823533,3.81101581027668,170,253
2018,9,PR,3.4486036036036034,3.534244671781756,888,1173
2018,9,RJ,3.605417067307692,3.7298310648518815,832,1249
2018,9,RN,3.631235602094241,3.774986547085202,191,223
2018,9,RO,3.784468253968254,3.8628091603053436,252,262
2018,9,RR,3.782,3.8460000000000005,43,52
2018,9,RS,3.5314556962025323,3.6575225000000002,869,1200
2018,9,SC,3.4669081364829397,3.562541120381407,381,839
2018,9,SE,3.653390625,3.782428571428571,64,140
2018,9,SP,3.504619005064045,3.6071929962620493,3357,5083
2018,9,TO,3.6967936507936505,3.735294797687861,126,173
2018,10,AC,4.508348101265822,4.583070063694267,158,157
2018,10,AL,3.8385255102040823,3.9195852534562214,196,217
2018,10,AM,3.86464,3.9758894736842105,175,190
2018,10,AP,4.0055140186915885,4.603882352941177,107,85
2018,10,BA,3.7635314341846753,3.8381435149654632,1018,1303
2018,10,CE,3.8726688963210707,3.8865552407932022,299,1059
2018,10,DF,3.834,3.943,96,129
2018,10,ES,3.609524916943522,3.7014665012406955,301,403
2018,10,GO,3.8172873711340203,3.9187213302752286,776,872
2018,10,MA,3.727040293040293,3.68544964028777,273,556
2018,10,MG,3.7761583113456463,3.8719364269141527,1895,2155
2018,10,MS,3.7670666666666666,3.8581908396946565,285,393
2018,10,MT,4.060379227053141,4.112300171526587,414,583
2018,10,PA,3.973385756676558,3.982958742632613,337,509
2018,10,PB,3.6866666666666665,3.7228951612903223,135,248
2018,10,PE,3.8126875000000005,3.7232803030303034,48,792
2018,10,PI,3.8497448979591833,3.9299182389937104,196,318
2018,10,PR,3.5412928637627434,3.6287950354609935,1079,1410
2018,10,RJ,3.670314524555904,3.8023783597518954,957,1451
2018,10,RN,3.756828326180258,3.887911660777385,233,283
2018,10,RO,3.9144031249999998,3.9951656050955413,320,314
2018,10,RR,3.871,3.936,56,64
2018,10,RS,3.657629213483146,3.780181245626312,1068,1429
2018,10,SC,3.5619189189189187,3.6602087475149108,444,1006
2018,10,SE,3.7557088607594937,3.852732954545454,79,176
2018,10,SP,3.610192,3.7090932816972555,3875,5939
2018,10,TO,3.8269805194805198,3.874067961165049,154,206
2018,11,AC,4.489046242774567,4.5493389830508475,173,177
2018,11,AL,3.8581133333333333,3.938788235294118,150,170
2018,11,AM,3.835869565217391,3.9477441860465117,184,215
2018,11,AP,3.966012987012987,4.559636363636363,77,66
2018,11,BA,3.6942361111111115,3.7655370196813496,864,1067
2018,11,CE,3.8609558232931724,3.8839102715466356,249,847
2018,11,DF,3.823,3.933,125,173
2018,11,ES,3.610916387959866,3.714227272727273,299,418
2018,11,GO,3.7269016393442627,3.861477528089887,671,712
2018,11,MA,3.7039714285714282,3.7288394004282654,245,467
2018,11,MG,3.724548450889914,3.827902533039648,1517,1816
2018,11,MS,3.6980044052863437,3.802136518771331,227,293
2018,11,MT,4.04071875,4.0852854640980745,384,571
2018,11,PA,3.94261301369863,3.9505855855855856,292,444
2018,11,PB,3.697119266055046,3.740803030303031,109,264
2018,11,PE,3.777684210526316,3.6870183968462555,38,761
2018,11,PI,3.815693333333334,3.8863198380566804,150,247
2018,11,PR,3.480956570155902,3.576501697792869,898,1178
2018,11,RJ,3.6497020810514784,3.7820818377602294,913,1393
2018,11,RN,3.731288770053476,3.8920452488687785,187,221
2018,11,RO,3.901918215613383,3.986721568627451,269,255
2018,11,RR,3.755,3.812,44,49
2018,11,RS,3.612952062430323,3.7494917627677107,897,1214
2018,11,SC,3.5429659090909094,3.6478247914183553,352,839
2018,11,SE,3.65812676056338,3.784436241610738,71,149
2018,11,SP,3.5644898076370946,3.67334461709212,3483,5406
2018,11,TO,3.7362962962962962,3.7935434782608697,135,184
2018,12,AC,4.461531034482759,4.511783783783784,145,148
2018,12,AL,3.793236842105263,3.8550414201183427,152,169
2018,12,AM,3.7671867469879516,3.8923128491620114,166,179
2018,12,AP,3.8702923076923077,4.430254545454546,65,55
2018,12,BA,3.557607442977191,3.626153625954198,833,1048
2018,12,CE,3.8131452991452988,3.841911971830986,234,852
2018,12,DF,3.7339999999999995,3.842,103,139
2018,12,ES,3.4768619402985075,3.5745543478260866,268,368
2018,12,GO,3.538153481012658,3.6780891089108914,632,707
2018,12,MA,3.5893534482758622,3.614659292035398,232,452
2018,12,MG,3.5256701434159066,3.6433337078651684,1534,1780
2018,12,MS,3.5350045045045047,3.655091503267974,222,306
2018,12,MT,3.9531282798833813,4.013588461538462,343,520
2018,12,PA,3.838615942028985,3.875825986078887,276,431
2018,12,PB,3.6630947368421056,3.6869516908212563,95,207
2018,12,PE,3.7021666666666664,3.5409156976744187,36,688
2018,12,PI,3.6987655172413794,3.775732793522267,145,247
2018,12,PR,3.308341517857143,3.4070776699029133,896,1133
2018,12,RJ,3.515148859543818,3.6560882117080995,833,1247
2018,12,RN,3.62461052631579,3.7955565610859727,190,221
2018,12,RO,3.7904119850187263,3.869663967611336,267,247
2018,12,RR,3.595,3.651,37,49
2018,12,RS,3.43431976744186,3.567876366694702,860,1189
2018,12,SC,3.3769678284182305,3.5123568862275447,373,835
2018,12,SE,3.5145365853658537,3.6473999999999998,82,160
2018,12,SP,3.3792701538461536,3.508820375865479,3250,5055
2018,12,TO,3.5653906249999996,3.6021363636363644,128,176
