gate,check_id,table,dimension,severity,status,observed,expected,details,registry_source_gate,registry_source_file,variable,affected_rows,affected_pct
DQ_GATE_01_STRUCTURAL,STR-001,__dataset__,directory,CRITICAL,PASS,/home/runner/workspace/Delivery_Risk_Intelligence/data/raw/olist,RAW directory exists,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,STR-002,__dataset__,files_presence,CRITICAL,PASS,9,all 9 expected files present,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,STR-003,__dataset__,file_count,CRITICAL,PASS,9,9,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,STR-004,__dataset__,unexpected_files,CRITICAL,PASS,0,0,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,customers-READ,customers,readability,CRITICAL,PASS,read successfully,read successfully,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,customers-ROWS,customers,non_empty,CRITICAL,PASS,99441,> 0,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,customers-SCHEMA,customers,schema_columns,CRITICAL,PASS,"['customer_id', 'customer_unique_id', 'customer_zip_code_prefix', 'customer_city', 'customer_state']","['customer_id', 'customer_unique_id', 'customer_zip_code_prefix', 'customer_city', 'customer_state']",,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,customers-ORDER,customers,column_order,CRITICAL,PASS,expected order,expected order,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,customers-TYPE-customer_id,customers,dtype,CRITICAL,PASS,object,string,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,customers-TYPE-customer_unique_id,customers,dtype,CRITICAL,PASS,object,string,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,customers-TYPE-customer_zip_code_prefix,customers,dtype,CRITICAL,PASS,int64,integer,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,customers-TYPE-customer_city,customers,dtype,CRITICAL,PASS,object,string,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,customers-TYPE-customer_state,customers,dtype,CRITICAL,PASS,object,string,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,customers-NULL-customer_id,customers,required_not_null,CRITICAL,PASS,0,0,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,customers-PKNULL,customers,primary_key_null,CRITICAL,PASS,0,0,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,customers-PKUNIQUE,customers,primary_key_uniqueness,CRITICAL,PASS,0,0,customer_id,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,customers-ROWDUP,customers,full_row_duplicates,CRITICAL,PASS,0,<= 0,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,geolocation-READ,geolocation,readability,CRITICAL,PASS,read successfully,read successfully,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,geolocation-ROWS,geolocation,non_empty,CRITICAL,PASS,1000163,> 0,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,geolocation-SCHEMA,geolocation,schema_columns,CRITICAL,PASS,"['geolocation_zip_code_prefix', 'geolocation_lat', 'geolocation_lng', 'geolocation_city', 'geolocation_state']","['geolocation_zip_code_prefix', 'geolocation_lat', 'geolocation_lng', 'geolocation_city', 'geolocation_state']",,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,geolocation-ORDER,geolocation,column_order,CRITICAL,PASS,expected order,expected order,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,geolocation-TYPE-geolocation_zip_code_prefix,geolocation,dtype,CRITICAL,PASS,int64,integer,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,geolocation-TYPE-geolocation_lat,geolocation,dtype,CRITICAL,PASS,float64,numeric,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,geolocation-TYPE-geolocation_lng,geolocation,dtype,CRITICAL,PASS,float64,numeric,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,geolocation-TYPE-geolocation_city,geolocation,dtype,CRITICAL,PASS,object,string,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,geolocation-TYPE-geolocation_state,geolocation,dtype,CRITICAL,PASS,object,string,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,geolocation-ROWDUP,geolocation,full_row_duplicates,WARNING,WARN,261831,informational / allowed at structural gate,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,order_items-READ,order_items,readability,CRITICAL,PASS,read successfully,read successfully,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,order_items-ROWS,order_items,non_empty,CRITICAL,PASS,112650,> 0,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,order_items-SCHEMA,order_items,schema_columns,CRITICAL,PASS,"['order_id', 'order_item_id', 'product_id', 'seller_id', 'shipping_limit_date', 'price', 'freight_value']","['order_id', 'order_item_id', 'product_id', 'seller_id', 'shipping_limit_date', 'price', 'freight_value']",,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,order_items-ORDER,order_items,column_order,CRITICAL,PASS,expected order,expected order,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,order_items-TYPE-order_id,order_items,dtype,CRITICAL,PASS,object,string,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,order_items-TYPE-order_item_id,order_items,dtype,CRITICAL,PASS,int64,integer,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,order_items-TYPE-product_id,order_items,dtype,CRITICAL,PASS,object,string,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,order_items-TYPE-seller_id,order_items,dtype,CRITICAL,PASS,object,string,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,order_items-TYPE-shipping_limit_date,order_items,dtype,CRITICAL,PASS,object,string,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,order_items-TYPE-price,order_items,dtype,CRITICAL,PASS,float64,numeric,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
DQ_GATE_01_STRUCTURAL,order_items-TYPE-freight_value,order_items,dtype,CRITICAL,PASS,float64,numeric,,gate_01_structural,reports/data_quality/gate_01_structural/dq_gate_01_scorecard.csv,,,
